-5.745581331424136629e-01;-4.321487936470637115e-01;-1.064424146726695719e+00;-6.418982280024725373e-01;-6.076853645006242699e-01;-7.262115735818162054e-01;-6.382168891980077863e-01;0.000000000000000000e+00;0.000000000000000000e+00;1.000000000000000000e+00;2.000000000000000000e+00
-1.448985847849420860e+00;-1.439928996904067837e+00;-1.183978306851394269e+00;-1.230277106464488179e+00;-1.170909840133767643e+00;-1.205221240836590990e+00;-1.212987317417668409e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.000000000000000000e+00;0.000000000000000000e+00
5.003309164830575112e-02;1.221303181442886382e-01;-1.079908657291081542e-01;-3.094692602752331934e-01;-4.634998987385395286e-01;-3.566898302709902713e-01;-2.071390680332622081e-01;1.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.000000000000000000e+00
-6.994763781005576275e-01;-4.321487936470637115e-01;-3.470991859785051981e-01;-6.378193449628745126e-01;-6.482375267462106017e-01;-6.075996559758720661e-01;-6.022937374342789418e-01;0.000000000000000000e+00;0.000000000000000000e+00;1.000000000000000000e+00;1.000000000000000000e+00
-1.615543507793612443e+00;-1.540707017229768327e+00;-1.423086627100791146e+00;-1.272085657620368071e+00;-1.215967798184419246e+00;-1.287337183794552198e+00;-1.320756772708854943e+00;0.000000000000000000e+00;1.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
-8.243946230587015922e-01;-1.087205925764116676e+00;-1.064424146726695719e+00;-9.733074749698124029e-01;-9.839193142235640455e-01;-9.406254246387154572e-01;-8.537557997803805199e-01;0.000000000000000000e+00;1.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
5.003309164830575112e-02;7.174130798143837917e-02;2.506716146449867733e-01;-1.045053875354324258e-01;-5.513629169373099881e-01;-3.566898302709902713e-01;6.550165742962290594e-01;1.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;2.000000000000000000e+00
1.749513366064497089e-01;1.725193283071388972e-01;-3.470991859785051981e-01;-1.238800819735229597e-01;-2.945325560485966276e-01;-2.836978809750245190e-01;1.520924496040258755e-01;1.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;2.000000000000000000e+00
-4.080004731982221355e-01;-3.817597834842134663e-01;-3.470991859785051981e-01;-6.510757148415682316e-01;-6.437317309411454413e-01;-6.212856464688656377e-01;-5.304474339068212529e-01;0.000000000000000000e+00;0.000000000000000000e+00;1.000000000000000000e+00;1.000000000000000000e+00
2.165907515924977156e-01;3.236863587956896882e-01;2.506716146449867733e-01;1.341092702810522119e-01;-2.021637420447610078e-01;-2.700118904820309473e-01;5.831702707687714815e-01;1.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;2.000000000000000000e+00
8.393676662257760004e-03;-2.809817631585129205e-01;1.156329439559038684e-02;-4.532498874210637019e-01;-7.451121365551112152e-01;-3.019458682990159848e-01;-2.071390680332622081e-01;1.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;2.000000000000000000e+00
-7.827552080726535300e-01;-5.833158241356144469e-01;-7.057616663526005141e-01;-8.621579121407660917e-01;-8.645157253893376303e-01;-9.086914468217304197e-01;-7.459863444891940976e-01;0.000000000000000000e+00;0.000000000000000000e+00;1.000000000000000000e+00;1.000000000000000000e+00
-2.830822282400781709e-01;-2.809817631585129205e-01;-1.079908657291081542e-01;-5.858135862079997258e-01;-6.392259351360802810e-01;-7.809555355537904919e-01;-3.508316750881773083e-01;0.000000000000000000e+00;0.000000000000000000e+00;1.000000000000000000e+00;2.000000000000000000e+00
9.167250663435373703e-02;-2.903671234426159070e-02;1.311174545202882513e-01;-2.941734488767406841e-01;-3.914071658574971302e-01;-8.753201724211666368e-02;-2.430622197969910525e-01;1.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.000000000000000000e+00
-4.496398881842700868e-01;-5.329268139727642017e-01;-9.448699866019972804e-01;-7.204167265147346511e-01;-8.645157253893376303e-01;-9.132534436527283139e-01;-3.867548268519061527e-01;1.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.000000000000000000e+00
-1.998033982679821852e-01;-7.942572250711185666e-02;-2.275450258538066761e-01;-3.349622792727209863e-01;-4.567412050309417881e-01;-4.342437763979535847e-01;8.399842549110561954e-03;0.000000000000000000e+00;0.000000000000000000e+00;1.000000000000000000e+00;2.000000000000000000e+00
-1.407346432863372909e+00;-1.288761966415516991e+00;-1.303532466976092596e+00;-1.097713407677552322e+00;-1.191185921256560754e+00;-1.287337183794552198e+00;-8.896789515441092533e-01;0.000000000000000000e+00;1.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
-6.994763781005576275e-01;-6.840938444613144931e-01;-9.448699866019972804e-01;-7.703830437498104811e-01;-7.721469113855021771e-01;-8.539474848497562443e-01;-7.819094962529229420e-01;1.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.000000000000000000e+00
-1.324067602891277007e+00;-1.137594935926966810e+00;-1.423086627100791146e+00;-1.169093860870517698e+00;-1.182174329646430433e+00;-1.255403205977567493e+00;-9.974484068352956756e-01;0.000000000000000000e+00;0.000000000000000000e+00;1.000000000000000000e+00;0.000000000000000000e+00
-6.161975481284616141e-01;-8.856498851127154737e-01;-9.448699866019972804e-01;-9.131439501357414557e-01;-8.509983379741421494e-01;-9.634354087937047062e-01;-8.896789515441092533e-01;0.000000000000000000e+00;0.000000000000000000e+00;1.000000000000000000e+00;1.000000000000000000e+00
-1.407346432863372909e+00;-1.288761966415516991e+00;-1.064424146726695719e+00;-1.189488276068507711e+00;-1.188933023354028284e+00;-1.082047326399648846e+00;-1.177064165653939787e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.000000000000000000e+00;2.000000000000000000e+00
-1.199149357933132931e+00;-1.339150976578367347e+00;-9.448699866019972804e-01;-1.230277106464488179e+00;-1.258772858332537936e+00;-1.200659244005593207e+00;-1.105217862126482098e+00;0.000000000000000000e+00;1.000000000000000000e+00;0.000000000000000000e+00;1.000000000000000000e+00
3.415089965506407643e-01;3.236863587956896882e-01;3.702257747696853230e-01;2.258841386720079336e-01;3.069911839276005527e-01;3.047997102236985612e-01;2.239387531314835367e-01;1.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;2.000000000000000000e+00
2.165907515924977156e-01;7.174130798143837917e-02;-1.079908657291081542e-01;-1.330575688126186540e-01;-1.863934567270329745e-01;2.683037355757157405e-01;-2.789853715607196749e-01;1.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.000000000000000000e+00
