-1.620185174601964873e+00;-5.011346412573407516e-01;-1.246097470411279939e+00;-2.279832819899804408e-01;1.664981112663884266e+00;2.072324466449028957e-01;1.651444126466428353e+00;-8.309308400621769897e-01;3.358522042678260822e-01;-1.002019148835473938e+00;-1.230221544347845031e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
-1.620185174601964873e+00;-1.419145125716442801e-01;-1.179696310908821877e+00;-2.617106354224489895e-01;1.119438720306795698e+00;6.120672147917891742e-02;2.158430919649705793e+00;-7.767823607572317268e-01;3.026941080680086715e-01;-5.580610366910353504e-01;-6.902006785788198373e-01;0.000000000000000000e+00;0.000000000000000000e+00;1.000000000000000000e+00
-1.620185174601964873e+00;1.247760792952829600e+00;-8.408801380629460365e-01;-1.501190874065673420e+00;-4.855628108307254442e-01;-6.041888509254601525e-01;1.538780394647922156e+00;-1.244625221951958016e+00;5.923911590769396218e-01;-8.879587642924364754e-01;3.700533391382457987e-02;0.000000000000000000e+00;0.000000000000000000e+00;3.000000000000000000e+00
-1.620185174601964873e+00;1.055485916380678013e+00;-6.194345928411121999e-02;-1.391576975410149908e+00;6.542781780313072781e-01;-1.125064118011444680e+00;7.120274214503558019e-01;-1.218633951885584432e+00;-1.772257053504009416e-01;3.719697911214250308e-01;-1.198747935606705672e+00;0.000000000000000000e+00;0.000000000000000000e+00;4.000000000000000000e+00
-1.620185174601964873e+00;6.974171342612817126e-01;4.787384296995402660e-02;-4.753172071614173433e-01;7.201649403932746107e-01;-1.998207629311649969e+00;2.216088241227411326e-01;8.628335925965087139e-01;-8.491134441361742891e-01;1.017727045149699361e+00;-5.378021520427759272e-01;0.000000000000000000e+00;0.000000000000000000e+00;5.000000000000000000e+00
-1.620185174601964873e+00;4.049751064210029838e-01;2.744271696919768633e-02;-3.474343253966403200e-01;4.078616867975498606e-01;-1.930463736193530844e+00;3.723794064092712519e-01;4.794623591174967392e-01;-1.016649088093146247e+00;9.492908144238768609e-01;-4.864504746230219334e-01;0.000000000000000000e+00;0.000000000000000000e+00;6.000000000000000000e+00
-1.620185174601964873e+00;-3.203732303481925947e-01;5.467338361550876380e-01;1.050743331556478893e-01;7.017166469319237043e-01;-2.543169613950743813e+00;4.502499269308858354e-01;7.068859721982665434e-01;1.979843305949011145e-01;1.193204559831295697e+00;-4.881069803462397827e-01;0.000000000000000000e+00;0.000000000000000000e+00;7.000000000000000000e+00
-1.620185174601964873e+00;-8.488413042800344588e-01;3.602998113981863426e-01;8.878299940675252744e-01;1.654439230685969653e+00;-2.272194041478265980e+00;-6.170732500909038160e-02;-9.327299811554738973e-01;1.143862653768639381e+00;1.540650038900856389e+00;-3.804341083370783028e-01;0.000000000000000000e+00;0.000000000000000000e+00;8.000000000000000000e+00
-1.620185174601964873e+00;-7.555822324097093423e-01;1.994046941422302488e-01;-6.060107017122334794e-01;2.273319579257596923e-01;-5.560154158192420759e-01;1.737598744915874516e+00;-1.099507297414705098e+00;1.032172224463991261e+00;2.386068799634118442e-01;-6.007493695250548660e-01;0.000000000000000000e+00;0.000000000000000000e+00;9.000000000000000000e+00
-1.620185174601964873e+00;-5.114967603540440111e-01;-5.938956853401658464e-02;-1.222940208247806471e+00;1.400116327968776053e+00;5.579952710120543724e-01;1.568603147188114999e+00;-9.998740954936060632e-01;6.377653959819526985e-01;6.369408382906354138e-01;-1.266664670258638159e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.000000000000000000e+01
