1.605803468233150122e-01;5.089501951529102897e-01;5.781851607118999176e-02;2.708057757253704567e-01;1.307291420566379037e+00;3.115418540290774696e-01;-2.058442987808031810e-01;1.365699794996384497e-01;-2.249444123176033983e-01;7.583324542823249859e-01;-4.023834897154647816e-01;-3.449345042323358479e-01;2.858123787497353629e-01;-3.290556903637316122e-01;-7.671096722284807823e-02;3.809908563853008912e-01;-3.137221329460826436e-01;1.839573271013207056e-01;3.000000000000000000e+00
-3.254696474969854814e-01;-6.262675282729038839e-01;1.212614014100058674e-01;-8.352435968940908895e-01;-5.953955993885871045e-01;9.407947077115694223e-02;-5.971121173067743815e-01;5.208433807968467777e-01;-6.109544991749917831e-01;-3.445780540625272836e-01;-5.936107712242840728e-01;-6.224163101054461800e-01;-5.135174474396060340e-01;-6.176705469621711353e-02;5.336101450391841361e-01;1.569253266654784262e-01;1.093710188252262731e-02;4.529770310385999310e-01;3.000000000000000000e+00
1.254192834043991178e+00;8.332981161317143393e-01;1.517004878863955186e+00;1.197495790622757017e+00;5.462166125843925801e-01;3.115418540290774696e-01;1.148544303809097222e+00;-1.144341358157722865e+00;9.330858482545617560e-01;6.894005475107717329e-01;1.095563548770286388e+00;1.104766359104730089e+00;1.392576753473438789e+00;7.187726313754012886e-02;1.550811998809237924e+00;-4.032384976340776528e-01;-1.513925155317800142e-01;4.944747513268109990e-02;2.000000000000000000e+00
-8.244465033683524846e-02;-6.262675282729038839e-01;-5.624369267625892524e-03;-2.971655237278664208e-01;1.656792085933993797e-01;9.407947077115694223e-02;-7.475997398167633090e-01;6.489345145625829980e-01;-6.109544991749917831e-01;-3.445780540625272836e-01;-9.123229070723162248e-01;-7.413370840510647986e-01;-1.466564547896128445e+00;-1.264565915200032364e+00;-7.671096722284807823e-02;-2.912057327741664481e-01;1.634233276025548909e+00;1.529055846787716888e+00;3.000000000000000000e+00
-1.054544638977436222e+00;-1.397456468046978095e-01;-7.669389933334165299e-01;1.077922885474707160e+00;5.239511261806642395e+00;9.444961950861740618e+00;-5.971121173067743815e-01;5.208433807968467777e-01;-6.109544991749917831e-01;-2.756461472909739752e-01;1.669245393296744151e+00;-6.507307800924981844e-01;4.087861981634801634e-01;7.288670426160431148e+00;5.336101450391841361e-01;-1.791729679142552156e-01;-1.450029454846201160e+00;-1.699180600459633705e+00;0.000000000000000000e+00
1.618730329784216382e+00;1.968515839557528402e+00;1.517004878863955186e+00;9.144641800329565695e-02;-1.483316208700904637e+00;-5.583076790026046954e-01;2.593225479904990749e+00;-1.912888160752139521e+00;2.863136282541503874e+00;1.447651521997857627e+00;2.912222723104069377e+00;2.928218226270883573e+00;2.745288767024631760e+00;1.675609077142627079e+00;-2.801513379768588163e-01;-4.032384976340776528e-01;-1.287699837431898420e+00;-1.699180600459633705e+00;0.000000000000000000e+00
4.036053439834652590e-01;-3.019196072940998343e-01;-5.766103373169688684e-01;1.213396442903081351e-01;4.193708112540615596e-01;-5.583076790026046954e-01;-4.767220192987832728e-01;1.365699794996384497e-01;-6.109544991749917831e-01;-3.445780540625272836e-01;-4.023834897154647816e-01;-4.468665961857233304e-01;-8.310907949149914931e-02;-8.636329616987605817e-01;1.347371628055227033e+00;-1.299500616513367346e+00;1.796562893439851649e+00;1.125526290881798008e+00;0.000000000000000000e+00
-4.469821460770606047e-01;-3.019196072940998343e-01;-1.020710534688680005e+00;-3.569519763018914049e-01;4.193708112540615596e-01;9.407947077115694223e-02;-9.582824113307478742e-01;9.051167820940552167e-01;-9.969645860323802511e-01;-1.377823337478674692e-01;-8.485804799027097944e-01;-8.998981159785564010e-01;-3.290567183189888056e-01;-7.299886438650032838e-01;-6.870320794848803203e-01;-1.075435086793544937e+00;6.602555715397331326e-01;8.565065869445187552e-01;3.000000000000000000e+00
-9.330321403973611538e-01;-1.761485251698717835e+00;-1.274482076043943479e+00;-8.651368231811034093e-01;-8.801239406726277248e-02;-3.408452957446841403e-01;-1.409745278860714546e+00;1.673663584688471984e+00;-1.382974672889768719e+00;-1.447488562407379442e+00;-1.517875965183577369e+00;-1.228345967828360363e+00;-1.927716370697671655e+00;-1.130921597366274955e+00;-8.904724502388911000e-01;1.569253266654784262e-01;1.796562893439851649e+00;1.663565698756356515e+00;3.000000000000000000e+00
-8.244465033683524846e-02;-1.397456468046978095e-01;1.009461796153428237e+00;8.387770751786074452e-01;3.883340726306831053e-02;5.290042372869980802e-01;4.262037157611503480e-01;-6.319768230947783172e-01;5.470757613971733990e-01;-1.377823337478674692e-01;4.262680634894188136e-01;3.685901394413763077e-01;-6.979781765602233179e-01;-1.130921597366274955e+00;-4.835917087308695406e-01;1.569253266654784262e-01;9.849148063683383914e-01;1.125526290881798008e+00;2.000000000000000000e+00
